Region,PlotID,Year,Trap1,Trap2,Trap3,Trap4,Trap5,TotalTraps,Field1,Field2,Field3,Field4,Field5
6,27,2013,0,0,0,0,0,5,,,,,
6,27,2014,0,0,0,0,0,5,,,,,
6,27,2016,3,1,0,0,0,5,,,,,
6,27,2017,1,3,0,1,0,5,,,,,
6,28,1981,0,0,3,0,2,5,,,,,
6,28,1982,0,0,1,2,4,5,,,,,
6,28,1983,0,0,0,0,0,5,,,,,
6,28,1984,0,0,0,0,0,5,,,,,
6,28,1985,1,3,3,3,2,5,,,,,
6,28,1986,6,5,8,1,6,5,,,,,
6,28,1987,0,2,0,7,2,5,,,,,
6,28,1988,3,10,5,1,0,5,,,,,
6,28,1989,0,0,0,1,0,5,,,,,
6,28,1990,47,48,63,40,,4,,,,,
6,28,1991,9,2,4,1,10,5,,,,,
6,28,1992,0,0,0,0,0,5,,,,,
6,28,1993,0,0,0,0,0,5,,,,,
6,28,1994,0,0,0,0,0,5,,,,,
6,28,1995,0,0,0,0,0,5,,,,,
6,28,1997,0,0,0,0,0,5,,,,,
6,28,1998,0,0,0,0,0,5,,,,,
6,28,1999,0,0,0,0,0,5,,,,,
6,28,2000,,7,2,4,1,4,,,,,
6,28,2001,5,4,18,7,9,5,,,,,
6,28,2002,0,0,1,0,0,5,,,,,
6,28,2003,0,0,0,0,0,5,,,,,
6,28,2004,0,0,0,0,0,5,,,,,
6,28,2005,0,0,0,0,0,5,,,,,
6,28,2006,0,0,0,0,0,5,,,,,
6,28,2007,1,0,0,0,0,5,,,,,
6,28,2008,1,0,0,0,1,5,,,,,
6,28,2009,0,0,0,0,0,5,,,,,
6,28,2010,0,0,0,0,0,5,,,,,
6,28,2011,0,0,1,0,0,5,,,,,
6,28,2012,0,1,0,0,0,5,,,,,
6,28,2013,0,0,0,0,0,5,,,,,
6,28,2014,0,0,0,0,0,5,,,,,
6,28,2016,0,1,2,1,0,5,,,,,
6,29,1981,1,0,0,0,0,5,,,,,
6,29,1984,0,0,0,0,0,5,,,,,
6,29,1985,0,0,0,0,0,5,,,,,
6,29,1986,0,0,0,0,0,5,,,,,
6,29,1987,0,0,1,0,2,5,,,,,
6,29,1988,0,0,2,0,0,5,,,,,
6,29,1989,0,0,0,0,0,5,,,,,
6,29,1990,8,11,8,6,6,5,,,,,
6,29,1991,0,5,5,3,0,5,,,,,
6,29,1992,0,0,1,1,0,5,,,,,
6,29,1993,0,0,0,0,0,5,,,,,
6,29,1994,0,2,0,1,0,5,,,,,
6,29,1995,0,0,0,0,0,5,,,,,
6,29,1997,0,0,0,0,0,5,,,,,
6,29,1998,0,0,0,0,0,5,,,,,
6,29,1999,1,,2,0,0,4,,,,,
6,29,2000,1,5,8,13,2,5,,,,,
6,29,2001,10,9,19,22,15,5,,,,,
6,29,2002,1,0,0,0,0,5,,,,,
6,29,2003,0,0,1,0,0,5,,,,,
6,29,2004,0,0,0,0,0,5,,,,,
6,29,2005,0,0,0,0,0,5,,,,,
6,29,2006,0,0,0,0,0,5,,,,,
6,29,2007,1,0,0,0,0,5,,,,,
6,29,2008,3,2,6,4,3,5,,,,,
6,29,2009,4,2,0,3,2,5,,,,,
6,29,2010,0,0,0,0,0,5,,,,,
6,29,2011,0,0,0,1,0,5,,,,,
6,29,2012,1,0,1,0,1,5,,,,,
6,29,2013,0,0,0,1,0,5,,,,,
6,29,2014,0,0,0,0,0,5,,,,,
6,30,1981,2,1,1,1,1,5,,,,,
6,30,1982,3,2,3,3,1,5,,,,,
6,30,1984,0,0,0,0,0,5,,,,,
6,30,1985,1,0,0,0,0,5,,,,,
6,30,1986,0,1,0,0,0,5,,,,,
6,30,1987,0,0,0,0,0,5,,,,,
6,30,1988,0,0,0,0,0,5,,,,,
6,30,1989,0,0,0,0,0,5,,,,,
6,30,1990,2,6,6,1,6,5,,,,,
6,30,1991,0,0,0,0,0,5,,,,,
6,30,1992,0,0,0,0,0,5,,,,,
6,30,1993,0,0,0,0,0,5,,,,,
6,30,1994,0,0,0,1,0,5,,,,,
6,30,1995,0,0,0,0,0,5,,,,,
6,30,1997,0,0,0,0,0,5,,,,,
6,30,1998,0,4,3,0,1,5,,,,,
6,30,2000,0,0,0,2,1,5,,,,,
6,30,2001,0,6,2,3,2,5,,,,,
6,30,2002,0,0,0,0,0,5,,,,,
6,30,2003,0,0,0,0,0,5,,,,,
6,30,2004,0,0,0,0,0,5,,,,,
6,30,2005,0,0,0,0,0,5,,,,,
6,30,2006,0,0,0,0,0,5,,,,,
6,30,2007,0,0,0,0,1,5,,,,,
6,30,2008,0,0,0,0,0,5,,,,,
6,30,2009,0,0,0,0,2,5,,,,,
6,30,2010,0,0,0,0,0,5,,,,,
6,30,2011,0,0,0,0,0,5,,,,,
6,30,2012,0,0,0,0,0,5,,,,,
6,30,2013,0,0,0,0,0,5,,,,,
6,30,2014,0,0,0,0,0,5,,,,,
6,30,2016,0,0,0,0,0,5,,,,,
6,30,2017,0,0,3,0,0,5,,,,,
6,31,1981,2,1,0,3,0,5,,,,,
6,31,1982,2,1,0,2,0,5,,,,,
6,31,1983,0,0,0,0,0,5,,,,,
6,31,1984,0,0,0,0,0,5,,,,,
6,31,1985,0,0,0,0,0,5,,,,,
6,31,1987,1,9,3,2,4,5,,,,,
6,31,1988,0,0,0,0,0,5,,,,,
6,31,1989,0,0,0,0,0,5,,,,,
6,31,1990,10,32,20,48,53,5,,,,,
6,31,1991,5,9,7,12,13,5,,,,,
6,31,1992,1,0,0,0,0,5,,,,,
6,31,1993,0,0,0,0,0,5,,,,,
6,31,1994,1,0,0,0,0,5,,,,,
6,31,1995,0,0,0,0,0,5,,,,,
6,31,1997,0,0,0,0,0,5,,,,,
6,31,1998,0,17,9,9,1,5,,,,,
6,31,1999,0,3,1,0,1,5,,,,,
6,31,2000,12,13,10,9,6,5,,,,,
6,31,2001,0,2,5,8,7,5,,,,,
6,31,2002,2,0,3,2,1,5,,,,,
6,31,2003,1,0,0,0,1,5,,,,,
6,31,2004,0,0,0,0,0,5,,,,,
6,31,2005,0,0,0,0,0,5,,,,,
6,31,2006,3,3,3,6,0,5,,,,,
6,31,2007,3,0,0,7,2,5,,,,,
6,31,2008,5,0,0,3,1,5,,,,,
6,31,2009,7,5,1,0,1,5,,,,,
6,31,2010,0,0,0,0,0,5,,,,,
6,31,2011,0,0,1,0,2,5,,,,,
6,31,2012,0,0,0,0,0,5,,,,,
6,31,2013,1,0,0,0,0,5,,,,,
6,31,2014,,1,3,0,,3,,,,,
6,31,2016,0,2,1,2,2,5,,,,,
6,31,2017,2,0,1,1,0,5,,,,,
6,32,1981,3,0,1,0,6,5,,,,,
6,32,1984,0,0,0,2,0,5,,,,,
6,32,1985,0,0,0,0,0,5,,,,,
6,32,1986,0,0,0,0,0,5,,,,,
6,32,1987,0,0,0,5,2,5,,,,,
6,32,1988,0,0,0,0,0,5,,,,,
6,32,1989,0,0,0,0,0,5,,,,,
6,32,1990,6,2,5,8,4,5,,,,,
6,32,1991,2,0,0,5,1,5,,,,,
6,32,1992,49,31,74,62,81,5,,,,,
6,32,1993,0,0,0,0,0,5,,,,,
6,32,1994,7,9,30,20,27,5,,,,,
6,32,1995,0,0,6,0,0,5,,,,,
6,32,1996,9,2,11,14,6,5,,,,,
6,32,1997,4,2,5,4,4,5,,,,,
6,32,1998,48,13,53,51,27,5,,,,,
6,32,1999,43,21,50,49,23,5,,,,,
6,32,2000,17,5,7,13,6,5,,,,,
6,32,2001,2,0,2,3,3,5,,,,,
6,32,2002,2,0,1,0,1,5,,,,,
6,32,2003,0,1,2,2,1,5,,,,,
6,32,2004,0,1,0,0,0,5,,,,,
6,32,2005,3,1,3,4,3,5,,,,,
6,32,2006,17,20,47,45,15,5,,,,,
6,32,2007,43,21,19,45,23,5,,,,,
6,32,2008,9,17,20,30,22,5,,,,,
6,32,2010,2,7,11,11,0,5,,,,,
6,32,2011,4,,3,,,2,,,,,
6,32,2012,1,2,0,0,6,5,,,,,
6,32,2013,0,1,0,0,2,5,,,,,
6,32,2014,0,1,0,1,0,5,,,,,
6,32,2015,0,0,1,4,4,5,,,,,
6,32,2016,0,9,6,4,4,5,,,,,
6,32,2017,12,19,43,11,20,5,,,,,
6,33,1984,1,0,0,1,0,5,,,,,
6,33,1985,0,0,0,0,0,5,,,,,
6,33,1986,0,0,0,0,0,5,,,,,
6,33,1987,1,10,3,8,12,5,,,,,
6,33,1988,0,0,0,0,0,5,,,,,
6,33,1989,0,0,0,0,0,5,,,,,
6,33,1990,3,1,0,0,1,5,,,,,
6,33,1991,0,0,0,0,0,5,,,,,
6,33,1992,4,24,10,15,23,5,,,,,
6,33,1993,0,0,0,0,0,5,,,,,
6,33,1995,0,0,0,0,0,5,,,,,
6,33,1996,0,0,0,1,1,5,,,,,
6,33,1997,0,5,0,0,5,5,,,,,
6,33,1998,7,7,1,4,11,5,,,,,
6,33,1999,0,1,1,1,2,5,,,,,
6,33,2000,2,1,0,1,1,5,,,,,
6,33,2001,2,0,5,2,0,5,,,,,
6,33,2002,0,1,0,1,0,5,,,,,
6,33,2003,0,0,0,0,1,5,,,,,
6,33,2004,0,0,0,0,0,5,,,,,
6,33,2005,0,1,0,0,3,5,,,,,
6,33,2006,9,30,6,13,22,5,,,,,
6,33,2007,12,12,8,11,15,5,,,,,
6,33,2008,0,0,0,0,0,5,,,,,
6,33,2010,0,0,1,1,0,5,,,,,
6,33,2011,0,0,2,0,0,5,,,,,
6,33,2012,0,1,1,0,0,5,,,,,
6,33,2013,0,0,0,0,0,5,,,,,
6,33,2014,0,0,0,0,0,5,,,,,
6,33,2015,1,6,0,0,1,5,,,,,
6,33,2016,1,0,0,0,0,5,,,,,
6,33,2017,11,12,15,5,18,5,,,,,
6,34,1981,8,27,25,10,30,5,,,,,
6,34,1984,0,0,1,0,0,5,,,,,
6,34,1985,0,0,1,0,0,5,,,,,
6,34,1986,0,0,0,0,0,5,,,,,
6,34,1987,0,0,0,0,0,5,,,,,
6,34,1988,0,0,0,0,1,5,,,,,
6,34,1989,0,0,0,0,0,5,,,,,
6,34,1990,3,3,1,4,0,5,,,,,
6,34,1991,0,0,0,0,1,5,,,,,
6,34,1992,72,39,48,81,67,5,,,,,
6,34,1993,0,0,0,0,0,5,,,,,
6,34,1994,1,2,1,4,,4,,,,,
6,34,1995,0,0,1,0,3,5,,,,,
6,34,1996,0,5,6,7,5,5,,,,,
6,34,1997,7,2,3,3,12,5,,,,,
6,34,1998,41,34,51,57,43,5,,,,,
6,34,1999,9,9,11,15,13,5,,,,,
6,34,2000,0,2,0,10,2,5,,,,,
6,34,2001,0,0,1,2,1,5,,,,,
6,34,2002,0,0,0,0,0,5,,,,,
6,34,2003,1,0,2,0,0,5,,,,,
6,34,2004,0,0,0,1,0,5,,,,,
6,34,2005,2,1,3,5,3,5,,,,,
6,34,2006,,42,44,49,38,4,,,,,
6,34,2007,14,11,51,19,44,5,,,,,
6,34,2008,2,3,1,11,6,5,,,,,
6,34,2010,1,1,1,4,0,5,,,,,
6,34,2011,0,0,0,0,0,5,,,,,
6,34,2012,0,0,0,0,0,5,,,,,
6,34,2013,0,0,0,0,0,5,,,,,
6,34,2014,0,0,0,0,0,5,,,,,
6,34,2015,0,0,0,4,0,5,,,,,
6,34,2016,0,2,0,8,4,5,,,,,
6,34,2017,27,51,12,51,58,5,,,,,
6,35,1984,0,0,0,0,0,5,,,,,
6,35,1985,0,0,0,0,0,5,,,,,
6,35,1986,0,0,0,0,0,5,,,,,
6,35,1987,1,1,0,1,0,5,,,,,
6,35,1988,2,2,0,1,0,5,,,,,
6,35,1989,0,0,0,0,1,5,,,,,
6,35,1990,2,6,4,9,3,5,,,,,
6,35,1991,1,1,10,0,7,5,,,,,
6,35,1992,58,92,83,,76,4,,,,,
6,35,1993,0,0,0,0,0,5,,,,,
6,35,1994,2,5,4,5,1,5,,,,,
6,35,1995,0,0,0,1,0,5,,,,,
6,35,1996,2,0,0,0,0,5,,,,,
6,35,1997,2,10,1,5,4,5,,,,,
6,35,1998,3,23,32,32,17,5,,,,,
6,35,1999,12,22,24,22,5,5,,,,,
6,35,2000,2,10,8,18,5,5,,,,,
6,35,2001,4,4,7,6,5,5,,,,,
6,35,2002,1,1,0,2,1,5,,,,,
6,35,2003,1,3,1,0,3,5,,,,,
6,35,2004,0,0,0,0,0,5,,,,,
6,35,2005,0,2,1,3,1,5,,,,,
6,35,2006,,7,0,11,10,4,,,,,
6,35,2007,30,29,37,49,21,5,,,,,
6,35,2008,22,23,19,27,7,5,,,,,
6,35,2010,9,24,19,44,21,5,,,,,
6,35,2011,9,4,8,4,3,5,,,,,
6,35,2012,1,0,0,0,0,5,,,,,
6,35,2013,0,0,0,0,0,5,,,,,
6,35,2014,0,0,0,0,1,5,,,,,
6,35,2015,0,3,1,1,0,5,,,,,
6,35,2016,1,3,4,1,0,5,,,,,
6,35,2017,0,4,9,1,1,5,,,,,
6,36,1981,3,2,2,3,6,5,,,,,
6,36,1982,1,4,6,0,3,5,,,,,
6,36,1983,0,0,0,0,0,5,,,,,
6,36,1984,0,1,0,0,0,5,,,,,
6,36,1985,0,0,0,1,0,5,,,,,
6,36,1986,0,1,0,0,0,5,,,,,
6,36,1988,3,1,0,1,0,5,,,,,
6,36,1989,0,0,0,0,0,5,,,,,
6,36,1990,0,0,1,0,1,5,,,,,
6,36,1991,0,0,0,0,0,5,,,,,
6,36,1992,0,0,2,9,1,5,,,,,
6,36,1993,0,0,0,0,0,5,,,,,
6,36,1994,0,0,0,0,0,5,,,,,
6,36,1995,0,0,0,0,0,5,,,,,
6,36,1996,0,0,0,0,0,5,,,,,
6,36,1997,0,0,0,0,0,5,,,,,
6,36,1998,0,2,0,0,0,5,,,,,
6,36,1999,1,0,0,0,0,5,,,,,
6,36,2000,0,0,0,0,1,5,,,,,
6,36,2001,0,0,0,0,2,5,,,,,
6,36,2002,0,0,0,0,0,5,,,,,
6,36,2003,0,0,0,0,0,5,,,,,
6,36,2004,0,0,0,0,0,5,,,,,
6,36,2005,0,0,0,0,0,5,,,,,
6,36,2006,0,0,0,0,0,5,,,,,
6,36,2007,0,0,0,0,0,5,,,,,
6,36,2008,1,1,1,1,0,5,,,,,
6,36,2009,0,0,0,0,0,5,,,,,
6,36,2010,0,0,0,0,0,5,,,,,
6,36,2011,0,0,0,0,1,5,,,,,
6,36,2012,0,0,0,0,0,5,,,,,
6,36,2013,1,6,7,2,17,5,,,,,
6,36,2014,0,3,2,4,2,5,,,,,
6,36,2015,1,0,2,2,1,5,,,,,
6,36,2016,0,0,0,1,0,5,,,,,
6,36,2017,1,0,0,0,0,5,,,,,
6,37,1981,10,12,0,1,13,5,,,,,
6,37,1982,3,3,1,2,4,5,,,,,
6,37,1983,0,0,0,0,0,5,,,,,
6,37,1984,1,0,0,0,0,5,,,,,
6,37,1986,2,1,2,1,1,5,,,,,
6,37,1988,1,1,0,0,0,5,,,,,
6,37,1989,0,0,0,1,0,5,,,,,
6,37,1990,3,2,0,1,0,5,,,,,
6,37,1991,2,0,0,3,0,5,,,,,
6,37,1992,20,18,38,17,0,5,,,,,
6,37,1993,0,0,0,0,0,5,,,,,
6,37,1994,,1,1,1,0,4,,,,,
6,37,1995,4,0,0,2,0,5,,,,,
6,37,1996,2,7,0,0,10,5,,,,,
6,37,1997,2,0,0,0,0,5,,,,,
6,37,1998,0,11,4,0,18,5,,,,,
6,37,1999,0,2,0,4,0,5,,,,,
6,37,2000,0,0,0,0,0,5,,,,,
6,37,2001,0,0,0,0,1,5,,,,,
6,37,2002,0,0,0,0,0,5,,,,,
6,37,2003,0,0,0,0,0,5,,,,,
6,37,2004,0,0,0,0,0,5,,,,,
6,37,2005,0,0,0,0,0,5,,,,,
6,37,2006,0,0,0,0,0,5,,,,,
6,37,2007,0,0,0,0,0,5,,,,,
6,37,2008,11,,2,1,6,4,,,,,
6,37,2009,0,0,0,0,0,5,,,,,
6,37,2010,0,0,0,0,0,5,,,,,
6,37,2011,0,0,0,,0,4,,,,,
6,37,2012,0,0,0,0,0,5,,,,,
6,37,2013,0,1,3,2,4,5,,,,,
6,37,2014,6,2,0,2,2,5,,,,,
6,37,2015,4,3,2,6,0,5,,,,,
6,37,2016,0,0,1,0,1,5,,,,,
6,37,2017,1,0,0,0,1,5,,,,,
6,38,1981,7,1,0,0,3,5,,,,,
6,38,1982,14,4,2,2,1,5,,,,,
6,38,1983,2,0,0,0,0,5,,,,,
6,38,1984,0,0,0,0,0,5,,,,,
6,38,1985,0,0,0,0,0,5,,,,,
6,38,1986,2,4,2,5,2,5,,,,,
6,38,1987,0,3,5,1,0,5,,,,,
6,38,1988,0,0,0,0,0,5,,,,,
6,38,1989,0,0,0,0,0,5,,,,,
6,38,1990,1,1,0,4,0,5,,,,,
6,38,1991,1,6,,7,10,4,,,,,
6,38,1992,,4,6,6,35,4,,,,,
6,38,1993,0,2,2,2,0,5,,,,,
6,38,1994,0,0,0,0,0,5,,,,,
6,38,1995,0,0,0,0,0,5,,,,,
6,38,1996,0,0,,,,2,,,,,
6,38,1997,0,0,0,0,0,5,,,,,
6,38,1998,0,0,0,1,0,5,,,,,
6,38,1999,0,0,0,0,0,5,,,,,
6,38,2000,0,0,0,0,0,5,,,,,
6,38,2001,0,0,0,0,2,5,,,,,
6,38,2002,0,0,0,0,0,5,,,,,
6,38,2003,0,0,0,0,0,5,,,,,
6,38,2004,0,0,0,0,0,5,,,,,
6,38,2005,0,0,0,0,0,5,,,,,
6,38,2006,0,0,0,0,0,5,,,,,
6,38,2008,1,0,0,1,4,5,,,,,
6,38,2009,0,0,1,0,2,5,,,,,
6,38,2010,0,0,1,0,0,5,,,,,
6,38,2011,0,0,0,0,0,5,,,,,
6,38,2012,0,0,0,0,0,5,,,,,
6,38,2013,16,19,8,11,15,5,,,,,
6,38,2014,0,1,1,2,3,5,,,,,
6,38,2015,0,2,0,0,0,5,,,,,
6,38,2016,0,0,1,0,0,5,,,,,
6,38,2017,0,1,1,0,3,5,,,,,
6,39,1981,0,3,0,2,11,5,,,,,
6,39,1982,6,2,12,14,13,5,,,,,
6,39,1983,3,1,1,3,5,5,,,,,
6,39,1984,1,2,0,0,4,5,,,,,
6,39,1985,0,0,0,0,0,5,,,,,
6,39,1986,0,0,2,0,1,5,,,,,
6,39,1987,0,0,1,0,3,5,,,,,
6,39,1988,0,0,0,0,0,5,,,,,
6,39,1989,0,0,0,0,0,5,,,,,
6,39,1990,2,0,0,0,0,5,,,,,
6,39,1991,0,0,0,0,1,5,,,,,
6,39,1992,3,10,3,0,0,5,,,,,
6,39,1993,0,0,0,0,0,5,,,,,
6,39,1994,0,0,0,0,0,5,,,,,
6,39,1995,0,0,0,0,0,5,,,,,
6,39,1996,0,0,0,0,0,5,,,,,
6,39,1997,0,1,0,0,0,5,,,,,
6,39,1998,3,0,2,4,1,5,,,,,
6,39,1999,0,0,1,0,2,5,,,,,
6,39,2000,0,0,3,10,2,5,,,,,
6,39,2001,2,2,1,4,2,5,,,,,
6,39,2002,0,0,0,0,0,5,,,,,
6,39,2003,0,0,0,0,0,5,,,,,
6,39,2004,0,0,0,0,0,5,,,,,
6,39,2005,0,0,0,0,0,5,,,,,
6,39,2006,0,0,0,,0,4,,,,,
6,39,2007,0,0,0,0,0,5,,,,,
6,39,2008,2,4,0,1,0,5,,,,,
6,39,2009,2,0,0,2,0,5,,,,,
6,39,2010,1,0,0,0,0,5,,,,,
6,39,2011,0,0,1,0,2,5,,,,,
6,39,2012,0,0,0,0,0,5,,,,,
6,39,2013,11,0,1,,7,4,,,,,
6,39,2014,1,3,0,5,1,5,,,,,
6,39,2015,1,0,1,1,1,5,,,,,
6,39,2016,0,0,2,1,0,5,,,,,
6,39,2017,0,1,0,0,0,5,,,,,
6,40,1980,,,,,,,,,,,
6,40,1987,3,0,2,1,2,5,,,,,
6,40,1988,1,0,1,1,0,5,,,,,
6,40,1989,0,1,0,6,0,5,,,,,
6,40,1990,6,10,3,0,1,5,,,,,
6,40,1991,0,0,0,0,0,5,,,,,
6,40,1992,2,0,1,0,0,5,,,,,
6,40,1993,0,0,0,0,0,5,,,,,
6,40,1994,0,0,0,0,0,5,,,,,
6,40,1995,0,0,0,0,0,5,,,,,
6,40,1996,0,0,0,0,0,5,,,,,
6,40,1997,0,0,0,0,0,5,,,,,
6,40,1998,0,0,0,0,0,5,,,,,
6,40,1999,0,0,0,0,0,5,,,,,
6,40,2000,0,1,0,0,0,5,,,,,
6,40,2001,1,7,3,1,1,5,,,,,
6,40,2002,0,0,1,0,0,5,,,,,
6,40,2003,0,0,0,0,0,5,,,,,
6,40,2004,0,0,0,0,0,5,,,,,
6,40,2005,0,0,0,0,0,5,,,,,
6,40,2006,1,0,0,0,0,5,,,,,
6,40,2007,0,0,0,,,3,,,,,
6,40,2008,0,0,0,0,0,5,,,,,
6,40,2009,0,0,0,0,0,5,,,,,
6,40,2010,0,0,0,0,0,5,,,,,
6,40,2011,0,0,0,0,0,5,,,,,
6,40,2012,0,0,0,0,0,5,,,,,
6,40,2013,0,0,0,0,0,5,,,,,
6,40,2014,0,0,0,0,0,5,,,,,
6,40,2015,0,0,0,0,1,5,,,,,
6,40,2016,0,0,0,0,0,5,,,,,
6,40,2017,3,0,0,4,8,5,,,,,
6,41,1988,1,0,1,0,0,5,,,,,
6,41,1989,1,0,0,0,0,5,,,,,
6,41,1990,0,2,5,4,1,5,,,,,
6,41,1991,0,0,0,0,0,5,,,,,
6,41,1992,2,0,0,1,7,5,,,,,
6,41,1993,0,0,0,0,1,5,,,,,
6,41,1994,1,0,0,0,0,5,,,,,
6,41,1995,0,0,0,0,0,5,,,,,
6,41,1996,0,0,0,0,0,5,,,,,
6,41,1997,0,0,0,0,0,5,,,,,
6,41,1998,1,1,1,3,0,5,,,,,
6,41,1999,1,0,1,0,0,5,,,,,
6,41,2000,1,0,2,0,1,5,,,,,
6,41,2001,26,10,30,8,9,5,,,,,
6,41,2002,0,0,0,1,0,5,,,,,
6,41,2003,0,0,0,0,0,5,,,,,
6,41,2004,0,0,0,0,0,5,,,,,
6,41,2005,0,0,0,0,0,5,,,,,
6,41,2006,3,0,8,0,4,5,,,,,
6,41,2007,0,0,0,0,1,5,,,,,
6,41,2008,0,0,0,0,0,5,,,,,
6,41,2009,0,0,0,0,0,5,,,,,
6,41,2010,0,0,0,0,0,5,,,,,
6,41,2011,0,0,0,0,0,5,,,,,
6,41,2012,0,0,0,0,0,5,,,,,
6,41,2013,0,0,0,0,0,5,,,,,
6,41,2014,0,0,0,0,0,5,,,,,
6,41,2015,1,0,0,0,0,5,,,,,
6,41,2016,0,0,0,0,0,5,,,,,
6,41,2017,4,1,2,0,1,5,,,,,
6,42,1987,2,0,7,2,3,5,,,,,
6,42,1988,0,2,1,0,3,5,,,,,
6,42,1989,4,5,5,8,0,5,,,,,
6,42,1990,17,7,15,1,6,5,,,,,
6,42,1991,0,0,0,0,0,5,,,,,
6,42,1992,0,0,0,0,2,5,,,,,
6,42,1993,0,0,0,1,0,5,,,,,
6,42,1994,0,0,0,0,0,5,,,,,
6,42,1995,0,0,0,0,0,5,,,,,
6,42,1996,0,1,0,0,0,5,,,,,
6,42,1997,2,0,0,1,1,5,,,,,
6,42,1998,35,19,25,14,32,5,,,,,
6,42,1999,23,3,2,30,18,5,,,,,
6,42,2000,12,17,20,9,24,5,,,,,
6,42,2001,0,1,0,1,0,5,,,,,
6,42,2002,0,0,2,0,0,5,,,,,
6,42,2003,0,0,0,0,0,5,,,,,
6,42,2004,0,0,0,1,0,5,,,,,
6,42,2005,0,0,0,0,0,5,,,,,
6,42,2006,2,4,7,9,1,5,,,,,
6,42,2007,0,1,1,14,8,5,,,,,
6,42,2008,,1,0,2,0,4,,,,,
6,42,2009,0,0,0,0,0,5,,,,,
6,42,2010,0,0,0,0,0,5,,,,,
6,42,2011,0,0,0,0,0,5,,,,,
6,42,2012,0,0,0,0,0,5,,,,,
6,42,2013,0,0,0,0,0,5,,,,,
6,42,2014,0,0,0,0,0,5,,,,,
6,42,2015,1,0,0,0,0,5,,,,,
6,42,2016,1,2,2,0,0,5,,,,,
6,42,2017,17,25,5,4,24,5,,,,,
6,43,1987,0,0,0,0,0,5,,,,,
6,43,1988,1,0,1,1,1,5,,,,,
6,43,1989,1,1,0,0,0,5,,,,,
6,43,1990,1,1,2,0,0,5,,,,,
6,43,1991,0,0,0,0,0,5,,,,,
6,43,1992,0,0,0,1,0,5,,,,,
6,43,1993,0,0,0,0,0,5,,,,,
6,43,1994,0,0,0,0,0,5,,,,,
6,43,1995,0,0,0,0,0,5,,,,,
6,43,1996,0,0,0,3,,4,,,,,
6,43,1997,0,0,0,2,0,5,,,,,
6,43,1999,0,5,19,3,2,5,,,,,
6,43,2000,2,0,2,1,0,5,,,,,
6,43,2001,4,2,2,0,0,5,,,,,
6,43,2002,0,0,0,0,0,5,,,,,
6,43,2003,0,0,0,0,0,5,,,,,
6,43,2004,1,0,0,0,0,5,,,,,
6,43,2005,0,0,1,0,0,5,,,,,
6,43,2006,10,22,17,33,11,5,,,,,
6,43,2007,1,6,4,12,2,5,,,,,
6,43,2008,0,3,0,2,1,5,,,,,
6,43,2009,0,0,0,0,0,5,,,,,
6,43,2010,0,0,0,0,0,5,,,,,
6,43,2011,0,0,0,0,0,5,,,,,
6,43,2012,0,0,0,0,0,5,,,,,
6,43,2013,0,0,0,0,0,5,,,,,
6,43,2014,0,0,0,0,0,5,,,,,
6,43,2015,0,0,0,1,0,5,,,,,
6,43,2016,0,0,0,0,0,5,,,,,
6,43,2017,3,9,6,28,4,5,,,,,
6,44,1987,0,0,0,0,0,5,,,,,
6,44,1988,0,0,0,0,0,5,,,,,
6,44,1989,0,0,0,0,0,5,,,,,
6,44,1990,1,0,1,0,13,5,,,,,
6,45,1987,0,0,0,0,0,5,,,,,
6,45,1988,0,0,0,0,0,5,,,,,
6,45,1989,0,0,0,0,0,5,,,,,
6,45,1990,0,0,0,0,0,5,,,,,
6,46,1987,0,0,0,0,0,5,,,,,
6,46,1988,0,0,0,0,0,5,,,,,
6,46,1989,0,0,0,0,0,5,,,,,
6,46,1990,0,0,0,0,0,5,,,,,
6,46,1992,0,2,0,4,3,5,,,,,
6,46,1993,2,0,0,0,0,5,,,,,
6,46,1994,0,0,0,0,0,5,,,,,
6,46,1995,0,0,0,0,0,5,,,,,
6,46,1996,0,0,0,0,0,5,,,,,
6,46,1997,0,0,0,0,0,5,,,,,
6,46,1998,0,1,1,0,0,5,,,,,
6,46,1999,0,1,1,0,0,5,,,,,
6,46,2000,2,0,0,1,0,5,,,,,
6,46,2001,23,18,23,27,5,5,,,,,
6,46,2002,0,0,0,0,0,5,,,,,
6,46,2003,0,0,0,0,0,5,,,,,
6,46,2004,0,0,0,0,0,5,,,,,
6,46,2005,0,0,0,0,0,5,,,,,
6,46,2006,0,0,0,0,1,5,,,,,
6,46,2007,0,1,0,1,0,5,,,,,
6,46,2008,2,1,0,0,0,5,,,,,
6,46,2009,0,0,0,0,0,5,,,,,
6,46,2010,0,0,0,0,0,5,,,,,
6,46,2011,0,0,0,0,0,5,,,,,
6,46,2012,0,0,0,0,0,5,,,,,
6,46,2014,0,0,0,0,0,5,,,,,
6,46,2015,0,0,0,0,0,5,,,,,
6,46,2016,0,0,0,0,0,5,,,,,
6,46,2017,0,0,0,0,0,5,,,,,
6,47,1987,0,0,0,0,0,5,,,,,
6,47,1988,0,0,0,0,0,5,,,,,
6,47,1989,0,1,1,0,0,5,,,,,
6,47,1990,0,0,0,2,0,5,,,,,
6,47,1992,0,4,5,11,5,5,,,,,
6,47,1993,0,0,,0,0,4,,,,,
6,47,1994,0,0,0,0,0,5,,,,,
6,47,1995,0,0,0,0,0,5,,,,,
6,47,1996,0,0,0,0,0,5,,,,,
