Region,PlotID,NearestForest,Nearest District,PlotNo,PlotName,Type,State,StateDistrict,Township,Mod_Town,Range,Mod_Range,Section,Latitude,Longitude,Notes/Remarks
4,60,Payette_NF,Council,60,E_Fork_Weiser_River,usfs,ID,1121,17,N,1,E,21,,,
4,61,Payette_NF,Council,61,Dry_Beaver_Creek,usfs,ID,1121,17,N,1,E,10,,,
4,62,Payette_NF,Council,62,Joker_Creek,usfs,ID,1121,17,N,2,E,13,,,
4,63,Payette_NF,Council,63,Cabin_Creek,usfs,ID,1121,15,N,1,E,12,,,
4,64,Payette_NF,Council,64,Johnson_Park,usfs,ID,1121,9,S,2,W,32,,,
4,65,Payette_NF,Council,65,Goodrich_Creek,usfs,ID,1121,16,N,2,W,7,,,
4,66,Payette_NF,Council,66,Orchid_Canyon,usfs,ID,1121,16,N,2,W,4,,,
4,67,Boise_NF,Mountain_Home,67,Bogus_X-Ski,usfs,ID,1021,5,N,3,E,16,,,
4,68,Boise_NF,Mountain_Home,68,Shafer_Butte,usfs,ID,1021,5,N,3,E,10,,,
4,69,Boise_NF,Emmett,69,Squaw_Creek,usfs,ID,1026,13,N,2,E,9,,,
4,70,Boise_NF,Emmett,70,Tamarack_Flat,usfs,ID,1026,12,N,2,E,8,,,
4,71,Boise_NF,Emmett,71,Antelope_Trail,usfs,ID,1026,12,N,2,E,10,,,
4,72,Boise_NF,Emmett,72,Little_Sagehen_Basin,usfs,ID,1026,11,N,2,E,1,,,
4,73,Boise_NF,Emmett,73,Cottonwood_Creek,usfs,ID,1026,12,N,2,E,33,,,
4,74,Boise_NF,Emmett,74,Middle_Fk_Payette_Rv,usfs,ID,1026,11,N,5,E,4,,,
4,75,Boise_NF,Emmett,75,Silver_Creek_Cg,usfs,ID,1026,12,N,6,E,19,,,
4,76,Boise_NF,Emmett,76,Hardscrabble,usfs,ID,1026,11,N,5,E,31,,,
4,77,Boise_NF,Emmett,77,W_Fork_Sixmile_Cr,usfs,ID,1026,11,N,4,E,22,,,
4,78,Boise_NF,Emmett,78,Lower_Scriver_Cr,usfs,ID,1026,10,N,4,E,20,44.184411,-115.975017,
4,79,Boise_NF,Mountain_Home,79,Paradise Springs,usfs,ID,1145,3,N,10,E,33,43.552039,-115.270556,
4,80,Boise_NF,Mountain_Home,80,Grouse_Creek,usfs,ID,1145,3,N,10,E,36,,,
4,81,Boise_NF,Mountain_Home,81,Middle_Fk_Grouse_Cr,usfs,ID,1145,3,N,11,E,31,,,
4,82,Boise_NF,Mountain_Home,82,Lost_Man_Creek,usfs,ID,1021,5,N,9,E,31,43.722639,-115.402508,
4,83,Boise_NF,Mountain_Home,83,Roaring_River,usfs,ID,1021,5,N,8,E,26,,,
4,84,Boise_NF,Mountain_Home,84,Trinity_Lakes_Road,usfs,ID,1021,4,N,9,E,29,,,
4,85,Boise_NF,Mountain_Home,85,Cow_Creek,usfs,ID,1021,3,N,10,E,4,,,
4,86,Boise_NF,Mountain_Home,86,Wide_West_Gulch,usfs,ID,1021,4,N,10,E,20,,,
4,87,Boise_NF,Mountain_Home,87,West_Parks_Creek,usfs,ID,1021,3,N,9,E,2,,,
4,88,Boise_NF,Mountain_Home,88,Fairview_Creek,usfs,ID,1021,3,N,10,E,17,,,
4,89,Boise_NF,Idaho_City,89,Upper_Rock_Creek,usfs,ID,1023,8,N,6,E,36,,,
4,90,Boise_NF,Idaho_City,90,Beaver_Cr_Summit,usfs,ID,1025,8,N,7,E,15,,,
4,91,Boise_NF,Idaho_City,91,Banner_Ridge,usfs,ID,1023,8,N,7,E,14,,,
4,92,Boise_NF,Idaho_City,92,Banner_Creek,usfs,ID,1023,8,N,8,E,29,,,
4,93,Boise_NF,Idaho_City,93,Crooked_River,usfs,ID,1023,8,N,8,E,34,,,
4,94,Boise_NF,Idaho_City,94,Willow_Creek,usfs,ID,1023,7,N,8,E,14,,,
4,95,Boise_NF,Lowman,95,Rough_Creek,usfs,ID,1025,11,N,9,E,31,,,
4,96,Boise_NF,Lowman,96,Horse_Creek,usfs,ID,1025,10,N,8,E,16,,,
4,97,Boise_NF,Lowman,97,O'Keefe_Creek,usfs,ID,1025,10,N,7,E,25,,,
4,98,Boise_NF,Lowman,98,Park_Creek_Cg,usfs,ID,1025,9,N,7,E,13,,,
4,99,Boise_NF,Lowman,99,Whitehawk,usfs,ID,1025,11,N,8,E,20,,,
4,100,Boise_NF,Lowman,100,Wilson_Creek,usfs,ID,1025,12,N,7,E,34,,,
4,101,Boise_NF,Lowman,101,Threemile_Creek,usfs,ID,1025,11,N,7,E,19,,,
4,102,Boise_NF,Lowman,102,Scott_Creek,usfs,ID,1025,10,N,6,E,15,,,
4,103,Boise_NF,Lowman,103,Slaughterhouse_Cr,usfs,ID,1025,9,N,7,E,20,,,
4,104,Boise_NF,Cascade,104,Warm_Lake_Creek,usfs,ID,1024,15,N,7,E,9,,,
4,105,Boise_NF,Cascade,105,Tule_Lake,usfs,ID,1024,15,N,6,E,12,,,
4,106,Boise_NF,Cascade,106,Rice_Creek,usfs,ID,1024,14,N,7,E,18,,,
4,107,Boise_NF,Cascade,107,Lodgepole_Creek,usfs,ID,1024,14,N,7,E,5,,,
4,401,Wasatch-Cache_NF,Logan,,Beaver_Creek,usfs,UT,,,,,,,,,
4,402,Wasatch-Cache_NF,Logan,,Stump_Hollow,usfs,UT,,,,,,,,,
4,403,Wasatch-Cache_NF,Ogden,,Arbs_Basin,usfs,UT,,,,,,,,,
4,404,Wasatch-Cache_NF,Ogden,,Running_Water_Spring,usfs,UT,,,,,,,,,
4,405,Wasatch-Cache_NF,Ogden,,Red_Spur,usfs,UT,,,,,,,,,
4,406,Wasatch-Cache_NF,Ogden,,Cox_Spring,usfs,UT,,,,,,,,,
4,407,Humboldt-Toiyabe_NF,Mountain_City,,Fawn_Creek,usfs,NV,,,,,,,,,
4,408,Humboldt-Toiyabe_NF,Mountain_City,,Merrit_Mountain,usfs,NV,,,,,,,,,
4,409,Humboldt-Toiyabe_NF,Mountain_City,,Murphys_Wash,usfs,NV,,,,,,,,,
4,410,Humboldt-Toiyabe_NF,Ely,,Success_Summitt,usfs,NV,,,,,,,,,
4,411,Humboldt-Toiyabe_NF,Ely,,Berry_Creek,usfs,NV,,,,,,,,,
4,412,Great_Basin_NP,,,Upper_Lehman,usfs,NV,,,,,,,,,
4,413,Humboldt-Toiyabe_NF,Carson,,Pickett_Peak,usfs,NV,,,,,,,,,
4,414,Humboldt-Toiyabe_NF,Carson,,Burnside_Lake,usfs,NV,,,,,,,,,
4,415,Humboldt-Toiyabe_NF,Carson,,Horsethief_Canyon,usfs,NV,,,,,,,,,
4,416,Nevada_SL,,,North_Canyon,usfs,NV,,,,,,,,,
4,417,Utah_SL,,,Franklin_Basin,usfs,UT,,,,,,,,,
4,501,Unknown,Unknown,,Baldy_Mtn,usfs,ID,,,,,,,43.680913,-114.4003659,
4,502,Sawtooth_NF,Ketchum,,Upper_Wolftone_Creek,usfs,ID,,,,,,,43.5032868,-114.4816289,
4,503,Boise_NF,Idaho_City,,Bogus_Basin_Resort,usfs,ID,,,,,,,43.7695132,-116.1113143,
4,923,Sawtooth_NF,Burley,923,Howell_Canyon,usfs,ID,1141,12,S,25,E,31,,,
5,1,Modoc_NF,Devil's_Garden,1,Goose_Lake,state,CA,,48,N,12,E,26,,,Destroyed by Fletcher Fire in 2007
5,2,Modoc_NF,Devil's_Garden,01B,Collins GL,state,CA,,48,N,12,E,33,,,"Dry_Creek_Rim burned in Barry Point Fire (2012) New plot name, same area"
5,3,Modoc_NF,Big_Valley,2,Ashley,state,CA,,40,N,10,E,23,,,
5,4,Modoc_NF,Big_Valley,02B,Sportsman,state,CA,,39,N,11,E,5,,,
5,5,Lassen_NF,Eagle_Lake,3,Fredonyer_Pass,state,CA,,29,N,10,E,29,,,
5,6,Lassen_NF,Almanor,03B,Stover_Mtn.(Rbrg),state,CA,,28,N,6,E,15,,,
5,7,Lassen_NF,Hat_Creek,4,Latour_St_For_1,state,CA,,32,N,3,E,17,,,
5,8,Lassen_NF,Hat_Creek,04B,Latour_St_For_2,state,CA,,32,N,2,E,22,,,
5,9,Lassen_NF,Hat_Creek,12,Burney_Mtn.,state,CA,,34,N,2,E,13,,,
5,10,Eldorado_NF,Georgetown,5,Nevada_Pt_Rdg_1,state,CA,,13,N,13,E,1,,,
5,11,Eldorado_NF,Georgetown,15,Nevada_Pt_Rdg_2,state,CA,,13,N,13,E,14,,,
5,12,Eldorado_NF,Georgetown,13,Uncle_Tom's_Cabin,state,CA,,12,N,13,E,3,,,
5,13,Eldorado_NF,Placerville,14,Iron_Mtn._Cdf_8Ut,state,CA,,10,N,14,E,24,,,
5,14,Stanislaus_NF,Calaveras,09A,Bailey_Ridge_Stn,state,CA,,6,N,15,E,3,,,
5,15,Stanislaus_NF,Calaveras,09B,Hermit_Springs,state,CA,,7,N,16,E,28,,,
5,16,Stanislaus_NF,Calaveras,9,Dorrington,state,CA,,15,N,15,E,1,,,
5,17,Sequoia_NF,Tule_River,7,Rock_Crusher,state,CA,,19,S,31,E,31,,,
5,18,Sequoia_NF,Tule_River,10,Hidden_Falls,state,CA,,19,S,31,E,19,,,
5,19,Plumas_NF,Feather River,20,Poverty-Whitely,state,CA,,20,N,9,E,8,,,
5,20,Plumas_NF,Feather River,21,Laporte_Bald_Mtn._Whitely,state,CA,,21,N,9,E,9,,,
5,21,Plumas_NF,Feather River,22,Lexington-Whitely,state,CA,,21,N,8,E,13,,,
5,22,Sequoia_NF,Greenhorn,,Greenhorn_Mtn_Pk,state,CA,,25,S,32,E,20,,,
5,23,Sequoia_NF,Hot_Springs,,Sugarloaf_Sfp,state,CA,,24,S,31,E,14,,,
5,24,Sequoia_NF,Tule_River,,Smith_Mill,state,CA,,21,S,31,E,20,,,
5,25,Shasta-Trinity,Shasta McCloud,,Red Tank Road,state,CA,,,,,,,,,New plot in 2007
5,101,Eldorado_NF,Georgetown,1,Bear_Springs,usfs,CA,,14,N,13,E,36,,,
5,102,Eldorado_NF,Georgetown,2,Hell_Hole,usfs,CA,,14,N,13,E,36,,,
5,103,Eldorado_NF,Georgetown,1,Nevada_Pt._Ridge,usfs,CA,,14,N,14,E,36,,,
5,104,Eldorado_NF,Georgetown,2,Hales_1,usfs,CA,,14,N,14,E,36,,,
5,105,Eldorado_NF,Georgetown,3,Hales_2,usfs,CA,,14,N,13,E,1,,,
5,106,Eldorado_NF,Georgetown,4,Jerry'S_Pool,usfs,CA,,13,N,13,E,14,,,
5,107,Eldorado_NF,Georgetown,5,Jerry'S_Pool_2,usfs,CA,,13,N,13,E,14,,,
5,108,Eldorado_NF,Pacific_(10_tr/,1,Peavine,usfs,CA,,11,N,13,E,11,,,
5,109,Eldorado_NF,Pacific,2,Jaybird,usfs,CA,,11,N,13,E,3,,,
5,110,Eldorado_NF,Pacific,3,Frisco_Ford_1,usfs,CA,,12,N,15,E,33,,,
5,111,Eldorado_NF,Pacific,,Frisco_Ford_2,usfs,CA,,12,N,15,E,33,,,
5,112,Eldorado_NF,Pacific,5,Rice_Cabin,usfs,CA,,11,N,13,E,7,,,
5,113,Eldorado_NF,Pacific,4,Rice_Cabin,usfs,CA,,11,N,13,E,18,,,
5,114,Eldorado_NF,Pacific,5,Deer_Knob,usfs,CA,,12,N,14,E,17,,,
5,115,Eldorado_NF,Placerville,1,Pebble_Cyn_1-10,usfs,CA,,10,N,14,E,21,,,
5,116,Eldorado_NF,Placerville,2,Stump_Spr_31-40,usfs,CA,,10,N,14,E,22,,,
5,117,Eldorado_NF,Placerville,3,Forty_Niner_Tree_61-70,usfs,CA,,10,N,14,E,24,,,
5,118,Eldorado_NF,Placerville,4,Lower_Baltic,usfs,CA,,10,N,15,E,33,,,
5,119,Eldorado_NF,Placerville,5,Plummer_81-90,usfs,CA,,9,N,14,E,11,,,
5,120,Eldorado_NF,Placerville,1,Iron_Mtn._11-20,usfs,CA,,10,N,14,E,21,,,
5,121,Eldorado_NF,Placerville_FPM,2,21-30,usfs,CA,,10,N,14,E,21,,,
5,122,Eldorado_NF,Placerville_FPM,4,Iron_Mtn._1Ut_41-50,usfs,CA,,10,N,14,E,22,,,
5,123,Eldorado_NF,Placerville_FPM,5,Iron_Mtn._2T_51-60,usfs,CA,,10,N,14,E,22,,,
5,124,Eldorado_NF,Placerville_FPM,6,Iron_Mtn._71-80,usfs,CA,,11,N,15,E,23,,,
5,125,Eldorado_NF,Placerville_FPM,1,Baltic_B_Lower_161-170,usfs,CA,,10,N,15,E,31,,,
5,126,Eldorado_NF,Placerville_FPM,2,Baltic_C_Mid_5T_171-180,usfs,CA,,10,N,15,E,32,,,
5,127,Eldorado_NF,Placerville_FPM,3,Baltic_221-230,usfs,CA,,9,N,14,E,2,,,
5,128,Eldorado_NF,Placerville_FPM,4,Baltic_181-190,usfs,CA,,9,N,14,E,1,,,
5,129,Eldorado_NF,Placerville_FPM,5,Baltic_191-200,usfs,CA,,9,N,14,E,1,,,
5,130,Eldorado_NF,Placerville_FPM,6,Baltic_D_Upper_4T_201-210,usfs,CA,,9,N,15,E,3,,,
5,131,Eldorado_NF,Placerville_FPM,7,Baltic_231-240,usfs,CA,,9,N,15,E,6,,,
5,132,Eldorado_NF,Placerville_FPM,8,Baltic_3Ut_311-220,usfs,CA,,9,N,15,E,3,,,
5,133,Eldorado_NF,Placerville_FPM,2,Plummer_E_91-100,usfs,CA,,9,N,14,E,10,,,
5,134,Eldorado_NF,Placerville_FPM,3,Plummer_101-110,usfs,CA,,9,N,14,E,11,,,
5,135,Eldorado_NF,Placerville_FPM,4,Dogtown_Intersection/Plummer_F_6T_111-120,usfs,CA,,9,N,14,E,14,,,
5,136,Eldorado_NF,Placerville_FPM,5,Plummer_121-130,usfs,CA,,9,N,14,E,13,,,
5,137,Eldorado_NF,Placerville_FPM,6,Upper_Dogtown/Leek_Spr._Rd._7Ut_131-140,usfs,CA,,9,N,14,E,13,,,
5,138,Eldorado_NF,Placerville_FPM,7,Plummer_141-150,usfs,CA,,9,N,14,E,13,,,
5,139,Eldorado_NF,Placerville_FPM,8,East_Dogtown/Leek_Spr._Rd._G_151-160,usfs,CA,,9,N,14,E,13,,,
5,140,Eldorado_NF,Amador,1,Lumberyard_1,usfs,CA,,8,N,15,E,15,,,
5,141,Eldorado_NF,Amador,2,Lumberyard_2,usfs,CA,,8,N,15,E,16,,,
5,142,Eldorado_NF,Amador,3,Mud_Springs,usfs,CA,,8,N,15,E,17,,,
5,143,Eldorado_NF,Amador,4,Mud-Hams,usfs,CA,,8,N,15,E,18,,,
5,144,Eldorado_NF,Amador,5,Armstrong_L.O.,usfs,CA,,8,N,14,E,13,,,
5,145,Eldorado_NF,Amador_FPM,8,Armstrong_L.O.,usfs,CA,,8,N,14,E,13,,,
5,146,Eldorado_NF,Amador_FPM,9,Cat_Creek_I_Upper,usfs,CA,,8,N,14,E,18,,,
5,147,Eldorado_NF,Amador_FPM,10,Cat_Creek_J_Lower,usfs,CA,,8,N,15,E,4,,,
5,201,Inyo_NF,Mammoth,1,Outbreak,usfs,CA,,3,S,27,E,13,,,
5,202,Inyo_NF,Mammoth,2,Scenic,usfs,CA,,3,S,27,E,11,,,
5,203,Inyo_NF,Mammoth,3,Plantation,usfs,CA,,3,S,27,E,13,,,
5,204,Inyo_NF,Mammoth,4,Unit_5,usfs,CA,,3,S,27,E,26,,,
5,301,Lassen_NF,Eagle_Lake,1,Diamond,usfs,CA,,28,N,11,E,5,,,
5,302,Lassen_NF,Eagle_Lake,2,Cheney,usfs,CA,,28,N,11,E,5,,,
5,303,Lassen_NF,Eagle_Lake,3,Stephens,usfs,CA,,28,N,11,E,7,,,
5,304,Lassen_NF,Eagle_Lake,4,Hamilton,usfs,CA,,28,N,10,E,2,,,
5,305,Lassen_NF,Eagle_Lake,5,Crazy_Harry,usfs,CA,,29,N,10,E,16,,,
5,306,Lassen_NF,Almanor,1,Christi,usfs,CA,,29,N,4,E,16,,,
5,307,Lassen_NF,Almanor,2,Morgan,usfs,CA,,29,N,4,E,21,,,
5,308,Lassen_NF,Almanor,3,Butt_Mtn.,usfs,CA,,28,N,5,E,28,,,
5,309,Lassen_NF,Almanor,4,Elam,usfs,CA,,27,N,5,E,4,,,
5,310,Lassen_NF,Almanor,5,Stover,usfs,CA,,28,N,6,E,9,,,
5,311,Lassen_NF,Hat_Creek,1,Badger,usfs,CA,,31,N,5,E,3,,,
5,312,Lassen_NF,Hat_Creek,2,Table,usfs,CA,,31,N,4,E,7,,,
5,313,Lassen_NF,Hat_Creek,3,Onion,usfs,CA,,31,N,3,E,35,,,
5,314,Lassen_NF,Hat_Creek,4,Chester_(Chutes),usfs,CA,,32,N,3,E,34,,,
5,315,Lassen_NF,Hat_Creek,5,Horse,usfs,CA,,34,N,3,E,34,,,
5,316,Lassen_NF,Eagle_Lake,6,Moonlight,usfs,CA,,28,N,10,E,34,,,
5,317,Lassen_NF,Almanor,6,Robber's_Roost,usfs,CA,,,,,,,,,
5,318,Lassen_NF,Almanor,7,Peacock_Point,usfs,CA,,,,,,,,,
5,401,Modoc_NF,Warner_Mtn.,1,Stough,usfs,CA,,43,N,15,E,27,,,
5,402,Modoc_NF,Warner_Mtn.,2,Parker_Creek,usfs,CA,,41,N,15,E,7,,,
5,403,Modoc_NF,Big_Valley,1,Johnson_Spr._1,usfs,CA,,40,N,10,E,6,,,Dropped from system in 2007
5,404,Modoc_NF,Big_Valley,2,Johnson_Spr._2,usfs,CA,,40,N,10,E,6,,,
5,405,Modoc_NF,Big_Valley,3,Niles,usfs,CA,,40,N,9,E,17,,,Dropped from system in 2006
5,406,Modoc_NF,Big_Valley,flt,Horsehead_1,usfs,CA,,40,N,10,E,17,,,Dropped from system in 2006
5,407,Modoc_NF,Big_Valley,5,Horsehead_2,usfs,CA,,40,N,10,E,16,,,
5,408,Modoc_NF,Big_Valley,6,Hunter_1,usfs,CA,,40,N,10,E,19,,,
5,409,Modoc_NF,Big_Valley,7,Hunter_2,usfs,CA,,40,N,10,E,28,,,Dropped from system in 2006
5,410,Modoc_NF,Devil's_Garden,1,Meteorite,usfs,CA,,48,N,12,E,33,,,
5,411,Modoc_NF,Devil's_Garden,2,Happy_Camp_(Grouse),usfs,CA,,41,N,7,E,1,,,
5,412,Modoc_NF,Big_Valley,8,Hunter_3,usfs,CA,,40,N,10,E,28,,,Dropped from system in 2006
5,413,Modoc_NF,Big_Valley,9,Hunter_4,usfs,CA,,39,N,10,E,1,,,Dropped from system in 2006
5,414,Modoc_NF,Big_Valley,10,Deer_Spring,usfs,CA,,39,N,10,E,14,,,
5,501,Plumas_NF,Beckwourth,1,Three_Mile_Rock,usfs,CA,,23,N,12,E,7,,,Dropped from system in 2006
5,502,Plumas_NF,Beckwourth,2,Meadow_Creek,usfs,CA,,25,N,12,E,23,,,Dropped from system in 2006
5,503,Plumas_NF,Beckwourth,3,Mt._Ingalls,usfs,CA,,25,N,12,E,26,,,Dropped from system in 2006
5,504,Plumas_NF,Beckwourth,4,Four_Corners_(Blakeless),usfs,CA,,24,N,12,E,11,,,Dropped from system in 2006
5,505,Plumas_NF,Beckwourth,5,Cascade,usfs,CA,,24,N,11,E,18,,,Dropped from system in 2006
5,506,Plumas_NF,Mt. Hough,1,B4_1-10,usfs,CA,,23,N,8,E,2,,,Dropped from system in 2004
5,507,Plumas_NF,Mt. Hough,2,B4_11-20,usfs,CA,,23,N,8,E,2,,,Name change from B4_11-20 to Meadow Valley B4 11-20 in 2006. Same TRS
5,508,Plumas_NF,Mt. Hough,3,B4_21-30,usfs,CA,,23,N,8,E,2,,,Dropped from system in 2004
5,509,Plumas_NF,Mt. Hough,4,B5_11-20,usfs,CA,,23,N,8,E,2,,,Dropped from system in 2006
5,510,Plumas_NF,Mt. Hough,5,B5_21-30,usfs,CA,,23,N,8,E,1,,,Dropped from system in 2006
5,511,Plumas_NF,Mt. Hough,6,B6_1-10,usfs,CA,,23,N,8,E,12,,,Dropped from system in 2004
5,512,Plumas_NF,Mt. Hough,7,B6_11-20,usfs,CA,,23,N,8,E,12,,,Name change from B6_11-20 to Meadow Valley B6 11-20 in 2006. Same TRS
5,513,Plumas_NF,Mt. Hough,8,B6_21-30,usfs,CA,,23,N,8,E,12,,,Dropped from system in 1993
5,514,Plumas_NF,Mt. Hough,9,C7_1-10,usfs,CA,,23,N,9,E,7,,,Dropped from system in 2004
5,515,Plumas_NF,Mt. Hough,10,C7_11-20,usfs,CA,,23,N,9,E,7,,,Dropped from system in 2004
5,516,Plumas_NF,Mt. Hough,11,C7_21-30,usfs,CA,,23,N,9,E,7,,,Name change from C7_21-30 to Meadow Valley C7_21-30 in 2006. Same TRS
5,517,Plumas_NF,Mt. Hough,12,C8_1-10,usfs,CA,,23,N,8,E,13,,,Dropped from system in 2004
5,601,Sierra_NF,Mariposa,1,Water_Line,usfs,CA,,5,S,22,E,9,,,
5,602,Sierra_NF,Mariposa,2,Long_Meadow,usfs,CA,,5,S,22,E,16,,,
5,603,Sierra_NF,Mariposa,3,White_Chief,usfs,CA,,5,S,22,E,21,,,
5,604,Sierra_NF,Mariposa,4,Beasore,usfs,CA,,6,S,22,E,24,,,
5,605,Sierra_NF,Mariposa,5,Grays,usfs,CA,,6,S,22,E,22,,,
5,606,Sierra_NF,Mariposa,6,Poison,usfs,CA,,6,S,22,E,14,,,
5,607,Sierra_NF,Mariposa,7,Chipmunk,usfs,CA,,6,S,22,E,14,,,
5,608,Sierra_NF,Mariposa,8,Speckerman,usfs,CA,,5,S,22,E,33,,,
5,609,Sierra_NF,Mariposa,9,Kramer,usfs,CA,,5,S,22,E,34,,,
5,610,Sierra_NF,Mariposa,10,Sivels,usfs,CA,,6,S,22,E,21,,,
5,611,Sierra_NF,Mariposa,,Summit,usfs,CA,,5,S,21,E,8,,,
5,612,Sierra_NF,Minarets,,Central_Camp,usfs,CA,,6,S,23,E,31,,,
5,613,Sierra_NF,Minarets,,Whiskey,usfs,CA,,8,S,23,E,12,,,
5,651,Yosemite_NP,,1,Star_Lakes,nps,CA,,5,S,22,E,17,,,
5,652,Yosemite_NP,,2,Grizzly_Giant,nps,CA,,5,S,22,E,18,,,
5,653,Yosemite_NP,,3,Galen_Clark,nps,CA,,5,S,22,E,8,,,
5,654,Yosemite_NP,,4,South_Entrance,nps,CA,,5,S,21,E,11,,,
5,655,Yosemite_NP,,5,Chowchilla_Mtn,nps,CA,,5,S,21,E,3,,,
5,656,Yosemite_NP,,6,Menness_Ridge,nps,CA,,3,S,20,E,25,,,
5,657,Yosemite_NP,,7,Pohono_Bridge,nps,CA,,2,S,21,E,34,,,
5,658,Yosemite_NP,,8,Happy_Isles,nps,CA,,2,S,22,E,28,,,
5,659,Yosemite_NP,,9,Crane_Flat,nps,CA,,2,S,20,E,18,,,
5,660,Yosemite_NP,,10,Aspen_Valley,nps,CA,,1,S,19,E,25,,,
5,661,Yosemite_NP,,11,Hogdon,nps,CA,,2,S,19,E,3,,,
5,662,Yosemite_NP,,12,South_Fork,nps,CA,,2,S,20,E,34,,,
5,701,Stanislaus_NF,Calaveras,1,Mattley_1,usfs,CA,,7,N,16,E,14,,,
5,702,Stanislaus_NF,Calaveras,2,Mattley_2,usfs,CA,,7,N,16,E,23,,,
5,703,Stanislaus_NF,Calaveras,3,Bailey,usfs,CA,,7,N,15,E,33,,,
5,704,Stanislaus_NF,Calaveras,4,Summit_Level,usfs,CA,,6,N,16,E,31,,,
5,705,Stanislaus_NF,Calaveras,5,Summit_Level,usfs,CA,,6,N,16,E,29,,,
5,706,Stanislaus_NF,Calaveras,6,Skull_Peak,usfs,CA,,5,N,17,E,15,,,
5,707,Stanislaus_NF,Calaveras,7,Thunder_Hill_1,usfs,CA,,5,N,16,E,12,,,
5,708,Stanislaus_NF,Calaveras,8,Thunder_Hill_2,usfs,CA,,5,N,16,E,13,,,
5,709,Stanislaus_NF,Calaveras,9,Thunder_Hill_3,usfs,CA,,5,N,16,E,22,,,
5,710,Stanislaus_NF,Calaveras,10,Thunder_Hill_4,usfs,CA,,5,N,17,E,34,,,
5,711,Stanislaus_NF,Summit,11,Chinaman,usfs,CA,,5,N,17,E,43,,,
5,712,Stanislaus_NF,Miwok,1,Hull_Meadow,usfs,CA,,3,N,18,E,30,,,
5,713,Stanislaus_NF,Miwok,2,Two_Mile,usfs,CA,,3,N,18,E,31,,,
5,714,Stanislaus_NF,Miwok,3,Reynolds,usfs,CA,,3,N,18,E,35,,,
5,715,Stanislaus_NF,Miwok,4,Little_Reynolds,usfs,CA,,2,N,18,E,3,,,
5,716,Stanislaus_NF,Miwok,5,Dodge,usfs,CA,,3,N,17,E,23,,,
5,717,Stanislaus_NF,Miwok,6,Lily,usfs,CA,,3,N,17,E,35,,,
5,718,Stanislaus_NF,Miwok,7,Dodge_Ridge_1,usfs,CA,,3,N,18,E,5,,,
5,719,Stanislaus_NF,Miwok,8,Dodge_Ridge_2,usfs,CA,,3,N,18,E,4,,,
5,720,Stanislaus_NF,Summit,1,Strawberry_1,usfs,CA,,4,N,17,E,24,,,
5,721,Stanislaus_NF,Summit,2,Strawberry_2,usfs,CA,,4,N,18,E,19,,,
5,722,Stanislaus_NF,Summit,3,Strawberry_3,usfs,CA,,4,N,18,E,17,,,
5,801,Tahoe_NF,Yuba River,1,Morristown_1_(Bee_Tree),usfs,CA,,20,N,10,E,8,,,Dropped from system in 2006
5,802,Tahoe_NF,Yuba River,2,Morristown_2_(Eureka),usfs,CA,,20,N,10,E,7,,,"District change in 2006 from Downieville to Yuba River. Moved from T20N, R10E, Sec7 to T20N, R10E, Sec17 in 2013"
5,803,Tahoe_NF,Yuba River,3,Morristown_3_(Sugar_Loaf),usfs,CA,,20,N,9,E,13,,,Dropped from system in 2006
5,804,Tahoe_NF,Yuba River,4,Morristown_4_(Bald_Top),usfs,CA,,20,N,9,E,23,,,District change in 2006 from Downieville to Yuba River.
5,805,Tahoe_NF,Yuba River,5,1_Morristown,usfs,CA,,20,N,9,E,23,,,Dropped from system in 1984
5,806,Tahoe_NF,Yuba River,6,1A_Morristown,usfs,CA,,20,N,9,E,13,,,Dropped from system in 1988
5,807,Tahoe_NF,Yuba River,7,2_Morristown,usfs,CA,,20,N,9,E,22,,,Dropped from system in 1987
5,808,Tahoe_NF,Yuba River,8,3_Morristown,usfs,CA,,20,N,9,E,28,,,Dropped from system in 1987
5,809,Tahoe_NF,Yuba River,9,4_Morristown,usfs,CA,,20,N,9,E,33,,,Dropped from system in 1986
5,810,Tahoe_NF,Yuba River,10,Pliocene_1_(Jersey),usfs,CA,,19,N,10,E,33,,,"Moved from T19N, R10E, Sec32 to T19N, R10E, Sec33 in 1995. District change in 2006 from Downieville to Yuba River."
5,811,Tahoe_NF,Yuba River,11,Pliocene_2_(Blue),usfs,CA,,19,N,10,E,31,,,District change in 2006 from Downieville to Yuba River.
5,812,Tahoe_NF,Yuba River,12,Pliocene_3_(Pliocene),usfs,CA,,19,N,10,E,32,,,"Moved from T18N, R09E, Sec02 to T19N, R10E, Sec32 in 1998. District change in 2006 from Downieville to Yuba River."
5,813,Tahoe_NF,Yuba River,1,Diamond_1,usfs,CA,,17,N,11,E,26,,,District change in 2006 from Nevada City to Yuba River. Break in trapping at this location from 1999 to 2006
5,814,Tahoe_NF,Yuba River,2,Diamond_2,usfs,CA,,17,N,11,E,22,,,Dropped from system in 2006
5,815,Tahoe_NF,Yuba River,3,Diamond_3,usfs,CA,,17,N,1,E,21,,,not trapped since 1998
5,816,Tahoe_NF,Yuba River,4,Sardine_Spring,usfs,CA,,17,N,11,E,29,,,Dropped from system in 1999
5,817,Tahoe_NF,Yuba River,5,Skillman_(Towle_Mill),usfs,CA,,17,N,10,E,25,,,Dropped from system in 1999
